budget,company,country,director,genre,gross,name,released,runtime,score,star,votes,year
6000000,Finnegan/Pinchuk Productions,USA,Todd Holland,Adventure,14278900,The Wizard,12/15/1989,96,6.0,Fred Savage,11308,1989
9000000,Renaissance Films,UK,Kenneth Branagh,Action,10161099,Henry V,11/8/1989,137,7.7,Kenneth Branagh,24726,1989
18000000,Fries Entertainment,USA,Jeff Kanew,Adventure,8508843,Troop Beverly Hills,3/24/1989,105,5.5,Shelley Long,7942,1989
19000000,Universal Pictures,USA,Harold Becker,Crime,58571513,Sea of Love,9/15/1989,113,6.8,Al Pacino,32138,1989
5000000,"Movie Group, The",USA,Robert Radler,Action,1700000,Best of the Best,11/10/1989,97,6.4,Eric Roberts,10215,1989
2500000,Avenue Pictures,USA,Gus Van Sant,Crime,4729352,Drugstore Cowboy,10/20/1989,102,7.4,Matt Dillon,26923,1989
7000000,New World Pictures,USA,Steve Miner,Action,9094451,Warlock,1/11/1991,103,6.2,Julian Sands,12449,1989
24000000,White Eagle,USA,John Flynn,Crime,22099847,Lock Up,8/4/1989,109,6.4,Sylvester Stallone,32079,1989
3000000,High Bar Productions,USA,Jim Wheat,Horror,76325,After Midnight,11/3/1989,90,5.6,Jillian McWhirter,1173,1989
5000000,Cinecorp SAC,USA,Jay Levey,Comedy,6157157,UHF,7/21/1989,97,7.0,'Weird Al' Yankovic,22399,1989
13000000,Gladden Entertainment,USA,Steve Kloves,Drama,16823529,The Fabulous Baker Boys,10/13/1989,114,6.8,Jeff Bridges,18751,1989
5000000,Palace Pictures,UK,Zelda Barron,Comedy,6957975,Shag,7/21/1989,98,6.3,Phoebe Cates,3203,1989
19000000,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Comedy,18254702,Crimes and Misdemeanors,11/3/1989,104,8.0,Martin Landau,46269,1989
2800000,JVC Entertainment Networks,USA,Jim Jarmusch,Comedy,367879,Mystery Train,11/17/1989,110,7.6,Masatoshi Nagase,20241,1989
8000000,Carolco Entertainment,USA,Sean S. Cunningham,Action,8143225,DeepStar Six,1/13/1989,105,5.2,Greg Evigan,7701,1989
5000000,Alive Films,USA,Wes Craven,Comedy,16554699,Shocker,10/27/1989,109,5.4,Michael Murphy,12181,1989
15000000,Touchstone Pictures,USA,Francis Veber,Action,40590000,Three Fugitives,1/27/1989,96,6.1,Nick Nolte,9199,1989
10000000,TriStar Pictures,USA,Phillip Noyce,Action,2692037,Blind Fury,3/16/1990,86,6.3,Rutger Hauer,11576,1989
12000000,Lorimar Film Entertainment,USA,John Irvin,Action,15942628,Next of Kin,10/20/1989,108,5.7,Patrick Swayze,7644,1989
15000000,Touchstone Pictures,USA,Woody Allen,Comedy,10763469,New York Stories,3/10/1989,124,6.4,Woody Allen,14652,1989
10000000,Empire Pictures,USA,Stuart Gordon,Action,1272977,Robot Jox,11/21/1990,85,5.3,Gary Graham,4665,1989
15000000,Universal Pictures,USA,Howard Zieff,Comedy,28890240,The Dream Team,4/7/1989,113,6.5,Michael Keaton,10768,1989
4000000,Lightyear Entertainment,USA,Jim Wynorski,Sci-Fi,192816,The Return of Swamp Thing,5/12/1989,84,4.5,Dick Durock,3054,1989
20000000,Paramount Pictures,USA,Neil Jordan,Comedy,10555348,We're No Angels,12/15/1989,106,6.0,Robert De Niro,18558,1989
16000000,TriStar Pictures,USA,Emile Ardolino,Comedy,16278590,Chances Are,3/10/1989,108,6.4,Cybill Shepherd,9105,1989
20000000,Carolco Pictures,USA,Walter Hill,Crime,7237794,Johnny Handsome,9/29/1989,94,6.1,Mickey Rourke,7483,1989
17000000,Gordon Company,USA,Rod Daniel,Action,43247647,K-9,4/28/1989,101,6.0,Jim Belushi,27310,1989
19000000,Malpaso Productions,USA,Buddy Van Horn,Action,12143484,Pink Cadillac,5/26/1989,122,5.3,Clint Eastwood,9301,1989
8000000,New Line Cinema,USA,Thomas J. Wright,Action,16093651,No Holds Barred,6/2/1989,93,4.3,Hulk Hogan,4966,1989
3000000,Sean S. Cunningham Films,USA,James Isaac,Horror,1738897,The Horror Show,4/28/1989,95,4.9,Lance Henriksen,2627,1989
12000000,Warner Bros.,USA,Peter Bonerz,Comedy,11567217,Police Academy 6: City Under Siege,3/10/1989,84,4.2,Bubba Smith,23683,1989
19000000,Amblin Entertainment,USA,Gary David Goldberg,Drama,19738015,Dad,11/10/1989,117,6.2,Jack Lemmon,3891,1989
13000000,Paramount Pictures,USA,Joel Schumacher,Comedy,22030000,Cousins,2/10/1989,109,6.3,Ted Danson,3667,1989
5000000,Allied Vision,USA,Philippe Mora,Biography,1919653,Communion,11/10/1989,106,5.7,Christopher Walken,4489,1989
3000000,Great American Films Limited Partnership,Canada,Bob Balaban,Comedy,870532,Parents,1/27/1989,81,6.2,Randy Quaid,4968,1989
5000000,Aspen Film Society,USA,Christopher Guest,Comedy,117463,The Big Picture,12/15/1989,100,6.3,Kevin Bacon,4057,1989
18000000,Orion Pictures,USA,Andrew Davis,Action,10647219,The Package,8/25/1989,108,6.4,Gene Hackman,6979,1989
18000000,Paramount Pictures,USA,Joe Pytka,Comedy,4973285,Let It Ride,8/18/1989,90,6.9,Richard Dreyfuss,4382,1989
18000000,Warner Bros.,USA,Norman Jewison,Drama,3531971,In Country,9/29/1989,120,5.9,Emily Lloyd,2385,1989
3000000,American Playhouse,USA,Norman RenÐ¹,Drama,4609953,Longtime Companion,5/1/1990,96,7.5,Stephen Caffrey,4560,1989
4000000,Incorporated Television Company (ITC),USA,John Dahl,Action,283694,Kill Me Again,10/27/1989,94,6.3,Val Kilmer,3576,1989
2300000,Lorimar Film Entertainment,USA,Michael Herz,Action,792966,The Toxic Avenger Part II,2/24/1989,102,5.1,Ron Fazio,5067,1989
2500000,Larco Productions,USA,Larry Cohen,Comedy,43749,Wicked Stepmother,2/3/1989,90,4.1,Bette Davis,1370,1989
1500000,Incorporated Television Company (ITC),UK,Jeff Burr,Horror,1519796,Stepfather II,11/3/1989,93,5.6,Terry O'Quinn,2468,1989
75000,Action Features,USA,Hal Hartley,Comedy,546541,The Unbelievable Truth,11/8/1990,90,7.5,Adrienne Shelly,3877,1989
11500000,TriStar Pictures,USA,Richard Baskin,Drama,2260616,Sing,3/31/1989,98,6.8,Lorraine Bracco,597,1989
20000000,Cine Location Services,USA,John Milius,Action,2420917,Farewell to the King,3/3/1989,117,6.3,Nick Nolte,2282,1989
16000000,AM/PM Entertainment,USA,Robert Ellis Miller,Adventure,67878,Brenda Starr,4/15/1992,93,4.6,Brooke Shields,856,1989
14000000,Columbia Pictures Corporation,USA,Jonathan Kaplan,Drama,5932613,Immediate Family,10/27/1989,95,6.1,Glenn Close,1235,1989
17000000,Columbia Pictures Corporation,USA,Michael Crichton,Crime,3560932,Physical Evidence,1/27/1989,99,5.1,Burt Reynolds,1238,1989
4000000,American Playhouse Theatrical Films,USA,Howard Brookner,Comedy,43671,Bloodhounds of Broadway,11/3/1989,93,5.7,Josef Sommer,1021,1989
5000000,Silver Screen Partners III,USA,Jeff Blyth,Adventure,8153677,Cheetah,8/18/1989,83,6.1,Keith Coogan,703,1989
6000000,"Samuel Goldwyn Company, The",USA,Bill Forsyth,Adventure,1877618,Breaking In,10/13/1989,94,6.1,Burt Reynolds,1209,1989
26000000,Columbia Pictures Corporation,USA,Joel Schumacher,Drama,61490000,Flatliners,8/10/1990,115,6.6,Kiefer Sutherland,67242,1990
25000000,Warner Bros.,USA,Martin Scorsese,Crime,46836394,Goodfellas,9/21/1990,146,8.7,Robert De Niro,802599,1990
20000000,Castle Rock Entertainment,USA,Rob Reiner,Crime,61276872,Misery,11/30/1990,107,7.8,James Caan,147278,1990
14000000,Touchstone Pictures,USA,Garry Marshall,Comedy,178406268,Pretty Woman,3/23/1990,119,7.0,Richard Gere,233319,1990
18000000,Hughes Entertainment,USA,Chris Columbus,Comedy,285761243,Home Alone,11/16/1990,103,7.5,Macaulay Culkin,350395,1990
20000000,Twentieth Century Fox Film Corporation,USA,Tim Burton,Drama,56362352,Edward Scissorhands,12/14/1990,105,7.9,Johnny Depp,384404,1990
22000000,Tig Productions,USA,Kevin Costner,Adventure,184208848,Dances with Wolves,11/21/1990,181,8.0,Kevin Costner,201166,1990
13000000,Universal Pictures,USA,John Lafia,Horror,28501605,Child's Play 2,11/9/1990,84,5.8,Alex Vincent,34608,1990
22000000,Paramount Pictures,USA,Jerry Zucker,Drama,217631306,Ghost,7/13/1990,127,7.0,Patrick Swayze,164846,1990
11000000,Universal Pictures,USA,Ron Underwood,Comedy,16667084,Tremors,1/19/1990,96,7.1,Kevin Bacon,98220,1990
25000000,Warner Bros.,USA,John Patrick Shanley,Comedy,39404261,Joe Versus the Volcano,3/9/1990,102,5.7,Tom Hanks,29752,1990
9500000,PolyGram Filmed Entertainment,USA,David Lynch,Comedy,14560247,Wild at Heart,8/17/1990,125,7.2,Nicolas Cage,67407,1990
25000000,Carolco Pictures,USA,Adrian Lyne,Drama,26118851,Jacob's Ladder,11/2/1990,113,7.5,Tim Robbins,81979,1990
13500000,888 Productions,USA,Steve Barron,Action,135265915,Teenage Mutant Ninja Turtles,3/30/1990,93,6.7,Judith Hoag,73504,1990
10000000,Universal Pictures,USA,Dennis Dugan,Comedy,53470900,Problem Child,7/27/1990,81,5.3,Michael Oliver,24008,1990
11000000,Universal Pictures,USA,John Waters,Comedy,8266343,Cry-Baby,4/6/1990,85,6.5,Johnny Depp,47001,1990
26000000,Imagine Entertainment,USA,Ivan Reitman,Comedy,91457688,Kindergarten Cop,12/21/1990,111,6.1,Arnold Schwarzenegger,115309,1990
14000000,Circle Films,USA,Joel Coen,Crime,5080409,Miller's Crossing,10/5/1990,115,7.8,Gabriel Byrne,110371,1990
16000000,Renaissance Pictures,USA,Sam Raimi,Action,33878502,Darkman,8/24/1990,96,6.4,Liam Neeson,50571,1990
22000000,Warner Bros.,USA,Alan J. Pakula,Mystery,86303188,Presumed Innocent,7/27/1990,127,6.9,Harrison Ford,31512,1990
11000000,Morgan Creek Productions,USA,Clive Barker,Action,8862354,Nightbreed,2/16/1990,102,6.5,Craig Sheffer,15692,1990
4200000,21st Century Film Corporation,USA,Tom Savini,Horror,5835247,Night of the Living Dead,10/19/1990,92,6.9,Tony Todd,33142,1990
3500000,Paramount Pictures,USA,John Harrison,Comedy,16324573,Tales from the Darkside: The Movie,5/4/1990,93,6.2,Debbie Harry,12090,1990
3000000,Imperial Entertainment Corporation,USA,Sheldon Lettich,Action,24078196,Lionheart,1/11/1991,108,6.1,Jean-Claude Van Damme,27025,1990
10000000,Warner Bros.,USA,Bruce Malmuth,Action,47410000,Hard to Kill,2/9/1990,96,5.7,Steven Seagal,23411,1990
10500000,Paramount Pictures,USA,Ralph S. Singleton,Horror,11582891,Graveyard Shift,10/26/1990,89,4.8,David Andrews,7613,1990
20000000,Morgan Creek Productions,USA,Geoff Murphy,Action,44143410,Young Guns II,8/1/1990,104,6.5,Emilio Estevez,25680,1990
2500000,"Hudlin Brothers, The",USA,Reginald Hudlin,Comedy,26386000,House Party,3/9/1990,100,6.3,Christopher Reid,9303,1990
5200000,Lightning Pictures,USA,Mark L. Lester,Action,2459895,Class of 1999,5/11/1990,99,5.8,Bradley Gregg,5119,1990
12000000,Victor & Grais,USA,Dwight H. Little,Action,46044400,Marked for Death,10/5/1990,93,5.9,Steven Seagal,16347,1990
10000000,Warner Bros.,USA,Clint Eastwood,Action,21633874,The Rookie,12/7/1990,120,5.8,Clint Eastwood,21622,1990
20000000,PathÐ¹ Entertainment,Australia,Simon Wincer,Action,21413105,Quigley Down Under,10/19/1990,119,6.8,Tom Selleck,16185,1990
18000000,Morgan Creek Productions,USA,John Schlesinger,Thriller,29381956,Pacific Heights,9/28/1990,102,6.4,Melanie Griffith,15129,1990
25000000,Ironbark Films,USA,John Cornell,Comedy,6939946,Almost an Angel,12/19/1990,95,5.4,Paul Hogan,3294,1990
12000000,Warner Bros.,Japan,Akira Kurosawa,Drama,1963207,Dreams,8/24/1990,119,7.8,Akira Terao,19625,1990
1500000,Palace Pictures,UK,Richard Stanley,Sci-Fi,5728953,Hardware,9/14/1990,94,5.9,Dylan McDermott,10546,1990
23000000,Enigma Productions,UK,Michael Caton-Jones,Action,27441977,Memphis Belle,10/12/1990,107,6.9,Matthew Modine,23909,1990
7000000,Vision PDG,USA,Craig R. Baxley,Action,4348368,Dark Angel,9/28/1990,91,6.0,Dolph Lundgren,8214,1990
20000000,Universal Pictures,USA,John Badham,Action,70980000,Bird on a Wire,5/18/1990,110,5.9,Mel Gibson,33453,1990
18000000,Dino De Laurentiis Company,USA,Michael Cimino,Action,2742912,Desperate Hours,10/5/1990,105,5.4,Mickey Rourke,5702,1990
22000000,Columbia Pictures Corporation,USA,Mike Nichols,Comedy,37963281,Postcards from the Edge,9/14/1990,101,6.7,Meryl Streep,12832,1990
15000000,Devoted Productions,USA,Howard Franklin,Comedy,15260154,Quick Change,7/13/1990,89,6.8,Bill Murray,16870,1990
19000000,88 Productions,USA,Jack Nicholson,Crime,10005969,The Two Jakes,8/10/1990,137,6.1,Jack Nicholson,9111,1990
4000000,Cannon Films,Canada,Deran Sarafian,Action,16853487,Death Warrant,9/14/1990,89,5.6,Jean-Claude Van Damme,13783,1990
2500000,Levins-Henenlotter,USA,Frank Henenlotter,Comedy,205068,Frankenhooker,6/1/1990,85,6.1,James Lorinz,6877,1990
20000000,Laurence Mark Productions,USA,James Orr,Comedy,15379253,Mr. Destiny,10/12/1990,110,6.3,Jim Belushi,10006,1990
10000000,Universal Pictures,USA,Spike Lee,Drama,16153600,Mo' Better Blues,8/3/1990,129,6.6,Denzel Washington,8969,1990
23000000,Metro-Goldwyn-Mayer (MGM),USA,Martin Ritt,Drama,5820015,Stanley & Iris,2/9/1990,104,6.3,Jane Fonda,5877,1990
22000000,Nova International Films,USA,David Green,Action,14760451,Fire Birds,5/25/1990,85,4.7,Nicolas Cage,5036,1990
7000000,Epic Productions,USA,Curtis Hanson,Drama,12626043,Bad Influence,3/9/1990,99,6.2,Rob Lowe,6062,1990
25000000,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Adventure,2075084,The Sheltering Sky,12/12/1990,138,6.8,Debra Winger,9389,1990
9000000,ADC Films,Italy,Dario Argento,Horror,349618,Two Evil Eyes,10/25/1991,120,6.1,Adrienne Barbeau,4726,1990
12000000,Orion Pictures,USA,Woody Allen,Comedy,7331647,Alice,1/10/1991,106,6.6,Mia Farrow,11331,1990
24000000,Malpaso Productions,USA,Clint Eastwood,Adventure,2319124,White Hunter Black Heart,9/14/1990,112,6.7,Clint Eastwood,9279,1990
225000,Westerly Films,USA,Whit Stillman,Comedy,2938208,Metropolitan,8/3/1990,98,7.5,Carolyn Farina,7776,1990
700000,Channel Four Films,UK,Hal Hartley,Comedy,356122,Trust,9/20/1991,107,7.5,Adrienne Shelly,7712,1990
2000000,Concorde Pictures,USA,Adam Simon,Horror,1627955,Brain Dead,1/19/1990,85,6.1,Bill Pullman,2792,1990
10000000,Interscope Communications,USA,Robert Resnikoff,Crime,22424195,The First Power,4/6/1990,98,5.7,Lou Diamond Phillips,2847,1990
3000000,Silver Screen Partners IV,USA,Patrick Read Johnson,Adventure,15369573,Spaced Invaders,4/27/1990,100,5.3,Douglas Barr,2760,1990
350000,Concorde Pictures,USA,Sally Mattison,Comedy,1242995,Slumber Party Massacre III,9/7/1990,87,4.4,Keely Christian,1781,1990
15000000,TriStar Pictures,USA,Bob Clark,Action,5585154,Loose Cannons,2/9/1990,94,4.8,Gene Hackman,3785,1990
6500000,Vision PDG,USA,Tibor TakÐ±cs,Fantasy,2032973,Gate 2: The Trespassers,2/28/1992,90,4.7,Louis Tripp,1308,1990
11500000,The Mount Company,USA,Roger Corman,Drama,334748,Roger Corman's Frankenstein Unbound,11/2/1990,85,5.5,John Hurt,3088,1990
5000000,Cinemarque Entertainment,USA,Michael Lehmann,Comedy,485772,Meet the Applegates,2/1/1991,90,5.4,Ed Begley Jr.,1819,1990
242000,Park-Schilling Productions Inc.,USA,Michael Rissi,Fantasy,233150,Soultaker,10/26/1990,94,2.3,Joe Estevez,3359,1990
10000000,Twentieth Century Fox Film Corporation,USA,Richard Benjamin,Action,2346150,Downtown,1/12/1990,96,5.7,Anthony Edwards,1508,1990
19000000,Strong Heart/Demme Production,USA,Jonathan Demme,Crime,130742922,The Silence of the Lambs,2/14/1991,118,8.6,Jodie Foster,990212,1991
25000000,Walt Disney Pictures,USA,Gary Trousdale,Animation,218967620,Beauty and the Beast,11/22/1991,84,8.0,Paige O'Hara,344844,1991
6500000,Columbia Pictures Corporation,USA,John Singleton,Crime,57504069,Boyz n the Hood,7/12/1991,112,7.8,Cuba Gooding Jr.,102317,1991
11000000,Universal Pictures,USA,Jon Avnet,Drama,82418501,Fried Green Tomatoes,1/24/1992,130,7.7,Kathy Bates,55887,1991
24000000,Largo Entertainment,Japan,Kathryn Bigelow,Action,43218387,Punto de quiebra,7/12/1991,122,7.2,Patrick Swayze,124027,1991
16500000,PathÐ¹ Entertainment,USA,Ridley Scott,Adventure,45361000,Thelma & Louise,5/24/1991,130,7.4,Susan Sarandon,109801,1991
17000000,Columbia Pictures Corporation,USA,Howard Zieff,Comedy,59847242,My Girl,11/27/1991,102,6.8,Anna Chlumsky,60391,1991
13000000,Universal Pictures,UK,Jack Bender,Action,14960255,Child's Play 3,8/30/1991,90,5.0,Justin Whalin,27550,1991
11000000,Columbia Pictures Corporation,USA,William A. Graham,Adventure,2807854,Return to the Blue Lagoon,8/2/1991,102,5.1,Brian Krause,15262,1991
9000000,Circle Films,USA,Joel Coen,Comedy,6153939,Barton Fink,8/21/1991,116,7.7,John Turturro,96089,1991
16000000,Recorded Picture Company (RPC),Canada,David Cronenberg,Drama,2541541,Naked Lunch,4/24/1992,115,7.1,Peter Weller,39143,1991
26000000,Twentieth Century Fox Film Corporation,USA,Jim Abrahams,Action,69467617,Hot Shots!,7/31/1991,84,6.7,Charlie Sheen,85058,1991
15000000,Universal Pictures,USA,Brian Levant,Comedy,25104700,Problem Child 2,7/3/1991,93,4.6,John Ritter,17894,1991
2500000,New Line Cinema,USA,Gus Van Sant,Drama,6401336,My Own Private Idaho,7/20/1991,104,7.1,River Phoenix,40101,1991
27000000,Castle Rock Entertainment,USA,Ron Underwood,Comedy,124033791,City Slickers,6/7/1991,113,6.7,Billy Crystal,41443,1991
24000000,TriStar Pictures,USA,Terry Gilliam,Comedy,41895491,The Fisher King,9/27/1991,137,7.6,Jeff Bridges,67814,1991
29000000,Geffen Pictures,USA,Tony Scott,Action,59509925,The Last Boy Scout,12/13/1991,105,6.9,Bruce Willis,80307,1991
19000000,Twentieth Century Fox Film Corporation,USA,Joseph Ruben,Drama,101599005,Sleeping with the Enemy,2/8/1991,99,6.2,Julia Roberts,40443,1991
6000000,Universal Pictures,USA,Wes Craven,Comedy,24204154,The People Under the Stairs,11/1/1991,102,6.3,Brandon Quintin Adams,25742,1991
10000000,TriStar Pictures,USA,Daniel Petrie Jr.,Action,15073942,Toy Soldiers,4/26/1991,111,6.5,Sean Astin,17063,1991
8500000,Warner Bros.,USA,Mario Van Peebles,Action,47624253,New Jack City,3/8/1991,97,6.6,Wesley Snipes,25867,1991
25000000,Golden Harvest Company,USA,Michael Pressman,Action,78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3/22/1991,88,6.0,Paige Turco,44901,1991
11000000,New Line Cinema,USA,Rachel Talalay,Comedy,34872033,Freddy's Dead: The Final Nightmare,9/13/1991,89,4.9,Robert Englund,33582,1991
20000000,Interscope Communications,USA,Peter Hewitt,Adventure,38037513,Bill & Ted's Bogus Journey,7/19/1991,93,6.2,Keanu Reeves,52853,1991
6788000,PolyGram Filmed Entertainment,USA,Ate de Jong,Comedy,43878334,Drop Dead Fred,5/24/1991,103,5.8,Phoebe Cates,23181,1991
15000000,Stone Group Pictures,USA,Sheldon Lettich,Action,30102717,Double Impact,8/9/1991,110,5.5,Jean-Claude Van Damme,31574,1991
3500000,Victor Company of Japan (JVC),France,Jim Jarmusch,Comedy,2015810,Night on Earth,12/12/1991,129,7.8,Winona Ryder,44688,1991
13500000,Paramount Pictures,USA,Stan Dragoti,Comedy,26255594,Necessary Roughness,9/27/1991,108,6.1,Scott Bakula,8750,1991
29000000,Paramount Pictures,USA,Garry Marshall,Comedy,22773535,Frankie and Johnny,10/11/1991,118,6.7,Al Pacino,24326,1991
23000000,Paramount Pictures,USA,David Zucker,Comedy,86930411,The Naked Gun 2Ð: The Smell of Fear,6/28/1991,85,6.8,Leslie Nielsen,89142,1991
14000000,Arnold Kopelson Productions,USA,John Flynn,Action,39673161,Out for Justice,4/12/1991,91,6.0,Steven Seagal,18164,1991
14000000,Universal Pictures,USA,Spike Lee,Drama,32482682,Jungle Fever,6/7/1991,132,6.5,Wesley Snipes,14307,1991
6000000,Alive Films,USA,David Kellogg,Comedy,1193062,Cool as Ice,10/18/1991,91,2.8,Vanilla Ice,7942,1991
8000000,Little Tokyo Productions,USA,Mark L. Lester,Action,2275557,Showdown in Little Tokyo,8/23/1991,79,6.1,Dolph Lundgren,13465,1991
17000000,Metro-Goldwyn-Mayer (MGM),USA,Lili Fini Zanuck,Action,7241350,Rush,1/17/1992,120,6.7,Jason Patric,6699,1991
15000000,Paramount Pictures,USA,Kenneth Branagh,Crime,38016380,Dead Again,8/30/1991,107,7.0,Kenneth Branagh,22783,1991
23000,Detour Filmproduction,USA,Richard Linklater,Comedy,1228108,Slacker,7/5/1991,97,7.1,Richard Linklater,16396,1991
25000000,Hughes Entertainment,USA,John Hughes,Comedy,33691313,Curly Sue,10/25/1991,101,5.7,Jim Belushi,17739,1991
18000000,Goldcrest Films International,Ireland,Don Bluth,Animation,11657385,Amigos inseparables,4/3/1992,100,6.0,Glen Campbell,6716,1991
23000000,Krisjair,USA,Simon Wincer,Action,7434726,Harley Davidson and the Marlboro Man,8/23/1991,98,6.0,Mickey Rourke,15567,1991
14000000,Walt Disney Pictures,USA,Randal Kleiser,Adventure,34793160,White Fang,1/18/1991,107,6.7,Ethan Hawke,16702,1991
