budget,company,country,director,genre,gross,name,rating,runtime,score,star,votes,writer,year
0,TAFT Entertainment Pictures,USA,Paul Schrader,Drama,10489617,Light of Day,PG-13,107,5.5,Michael J. Fox,2101,Paul Schrader,1987
0,Per Holst Filmproduktion,Denmark,Bille August,Drama,2053931,Pelle the Conqueror,PG-13,157,7.9,Pelle Hvenegaard,8321,Martin Andersen Nexш,1987
0,Balcor Film Investors,USA,Bill Froehlich,Comedy,1189709,Return to Horror High,R,95,4.2,Lori Lethin,2337,Bill Froehlich,1987
0,Paramount Pictures,USA,Lyndall Hobbs,Comedy,13110903,Back to the Beach,PG,92,5.8,Frankie Avalon,2332,James Komack,1987
0,Vista Organization,USA,Robert Collector,Horror,1149470,Nightflyers,R,89,4,Catherine Mary Stewart,796,George R.R. Martin,1987
0,Metro-Goldwyn-Mayer (MGM),USA,Tom Holland,Action,12046526,Fatal Beauty,R,104,5.3,Whoopi Goldberg,2652,Bill Svanoe,1987
0,Columbia Pictures Corporation,USA,Jeff Bleckner,Adventure,300859,White Water Summer,PG,90,6.2,Kevin Bacon,4353,Manya Starr,1987
0,Nelson Entertainment,USA,Lindsay Anderson,Drama,1338198,The Whales of August,NOT RATED,90,7.6,Bette Davis,3416,David Berry,1987
7000000,De Laurentiis Entertainment Group (DEG),USA,Bob Giraldi,Comedy,7019441,Hiding Out,PG-13,98,6.4,Jon Cryer,2584,Joe Menosky,1987
0,Kings Road Entertainment,USA,Jimmy Huston,Comedy,174380,My Best Friend Is a Vampire,PG,89,6.1,Robert Sean Leonard,2690,Tab Murphy,1987
10000000,Orion Pictures,USA,Harley Cokeliss,Action,3060858,Malone,R,92,5.6,Burt Reynolds,1959,Christopher Frank,1987
0,RKO Pictures,USA,Steven Lisberger,Comedy,4215859,Hot Pursuit,PG-13,93,5.8,John Cusack,2768,Steven Lisberger,1987
0,United Artists,USA,Dennis Feldman,Action,873903,Real Men,PG-13,85,6.2,Jim Belushi,3077,Dennis Feldman,1987
6000000,"Samuel Goldwyn Company, The",UK,Mike Hodges,Action,1432687,A Prayer for the Dying,R,107,6.4,Mickey Rourke,3731,Jack Higgins,1987
0,ML Delphi Premier Productions,USA,Francis Ford Coppola,Drama,5262047,Gardens of Stone,R,111,6.4,James Caan,4273,Nicholas Proffitt,1987
0,New World Pictures,USA,Gary Sherman,Action,7555000,Wanted: Dead or Alive,R,106,5.9,Rutger Hauer,3328,Michael Patrick Goodman,1987
0,Bagdasarian Productions,USA,Janice Karman,Animation,6804312,The Chipmunk Adventure,G,100,7.2,Ross Bagdasarian Jr.,4383,Janice Karman,1987
0,Kindred Limited Partnership,USA,Stephen Carpenter,Horror,2407024,The Kindred,R,91,5.5,Rod Steiger,1211,Stephen Carpenter,1987
0,Lorimar Motion Pictures,USA,Alan Rudolph,Comedy,4572845,Made in Heaven,PG,100,6.5,Timothy Hutton,2691,Bruce A. Evans,1987
0,Gladden Entertainment,USA,Emilio Estevez,Crime,5715174,Wisdom,R,109,5.7,Emilio Estevez,2659,Emilio Estevez,1987
5300000,Columbia Pictures,UK,Michael Radford,Crime,3107551,White Mischief,R,107,6.3,Sarah Miles,2171,James Fox,1987
10000000,Rollins-Joffe Productions,USA,Woody Allen,Drama,486434,September,PG,83,6.7,Elaine Stritch,7620,Woody Allen,1987
0,Vestron Pictures,UK,John Huston,Drama,4370078,The Dead,PG,83,7.4,Anjelica Huston,5933,Tony Huston,1987
3520000,Independent Film Centre,USA,Lance Hool,Action,562187,Steel Dawn,R,100,5,Patrick Swayze,3860,Doug Lefler,1987
1300000,Empire Pictures,USA,Renny Harlin,Crime,354704,Prison,R,102,5.9,Lane Smith,3019,Irwin Yablans,1987
25000000,Warner Bros.,USA,Martin Ritt,Drama,30950002,Nuts,R,116,6.7,Barbra Streisand,4996,Tom Topor,1987
11000000,Bandai Films,USA,Barry Levinson,Comedy,25411386,Tin Men,R,112,6.5,Richard Dreyfuss,6960,Barry Levinson,1987
0,Cannon Group,USA,Lionel Chetwynd,Drama,760000,The Hanoi Hilton,R,125,6,Michael Moriarty,763,Lionel Chetwynd,1987
7500000,De Laurentiis Entertainment Group (DEG),USA,William Friedkin,Drama,796368,Rampage,R,97,6.3,Michael Biehn,1625,William P. Wood,1987
0,Albacore Productions Inc.,USA,Ben Bolt,Drama,1733017,The Big Town,R,109,5.9,Matt Dillon,1483,Clark Howard,1987
0,Channel Four Films,UK,David Leland,Comedy,3283832,Wish You Were Here,R,88,6.8,Emily Lloyd,2212,David Leland,1987
0,Aurora Productions LLC,USA,Tamar Simon Hoffs,Comedy,2700000,The Allnighter,PG-13,108,4,Susanna Hoffs,904,Tamar Simon Hoffs,1987
0,Callender Company,UK,Peter Greenaway,Drama,287725,The Belly of an Architect,R,119,7,Brian Dennehy,4517,Peter Greenaway,1987
0,Hemdale,USA,John Flynn,Action,4278150,Best Seller,R,95,6.5,James Woods,3752,Larry Cohen,1987
0,Lorimar Motion Pictures,USA,Mary Lambert,Drama,700000,Siesta,R,100,5.6,Ellen Barkin,1844,Patrice Chaplin,1987
0,Great American Films Limited Partnership,USA,Michael Hoffman,Drama,316199,Promised Land,R,102,5.7,Jason Gedrick,1052,Michael Hoffman,1987
0,De Laurentiis Entertainment Group (DEG),USA,Curtis Hanson,Crime,12640385,The Bedroom Window,R,112,6.4,Steve Guttenberg,3650,Anne Holden,1987
0,Excelsior Film-TV,Italy,Nikita Mikhalkov,Comedy,2201428,Dark Eyes,Not specified,117,7.6,Marcello Mastroianni,2421,Aleksandr Adabashyan,1987
3000000,Vista Organization,USA,Amy Holden Jones,Fantasy,9868521,Maid to Order,PG,93,5.5,Ally Sheedy,2786,Amy Holden Jones,1987
0,Island Pictures,USA,Daniel Petrie,Drama,225358,Square Dance,PG-13,112,6.1,Jason Robards,730,Alan Hines,1987
1000000,Commies From Mars Corporation,UK,Alex Cox,Action,210200,Straight to Hell,R,100,5.8,Sy Richardson,1924,Alex Cox,1987
0,Nelvana,Canada,Hugh Wilson,Comedy,16337355,Burglar,R,103,5,Whoopi Goldberg,3453,Lawrence Block,1987
0,Kings Road Entertainment,USA,Phil Alden Robinson,Comedy,999382,In the Mood,PG-13,98,6.1,Patrick Dempsey,778,Robert Kosberg,1987
0,Brooksfilms,UK,David Hugh Jones,Biography,1083486,84 Charing Cross Road,PG,100,7.5,Anne Bancroft,6285,Helene Hanff,1987
100000,Silent Night Releasing Corporation,USA,Lee Harry,Horror,154323,"Silent Night, Deadly Night 2",R,88,3.5,Eric Freeman,4329,Michael Hickey,1987
0,Cineplex-Odeon Films,UK,Tony Bill,Crime,969205,Five Corners,R,90,6.3,Jodie Foster,2584,John Patrick Shanley,1987
8000000,De Laurentiis Entertainment Group (DEG),USA,Tom McLoughlin,Comedy,1988962,Date with an Angel,PG,105,5.8,Phoebe Cates,2163,Tom McLoughlin,1987
5800000,In-Cine Compaснa Industrial Cinematogrбfica,USA,Alex Cox,Biography,257043,Walker,R,94,6.6,Ed Harris,2684,Rudy Wurlitzer,1987
0,Cinetel Films,USA,Larry Cohen,Adventure,626724,Deadly Illusion,R,87,4.7,Billy Dee Williams,233,Larry Cohen,1987
0,Zenith Entertainment,UK,Wayne Wang,Mystery,406881,Slam Dance,R,92,5.3,Tom Hulce,1129,Don Keith Opper,1987
19000000,TriStar Pictures,USA,Roger Young,Action,2228951,The Squeeze,PG-13,101,4.6,Michael Keaton,770,Daniel Taplitz,1987
0,British Screen Productions,UK,Terry Jones,Comedy,1744164,Personal Services,R,105,6.4,Julie Walters,1031,David Leland,1987
5000000,Golan-Globus Productions,USA,Peter R. Hunt,Action,6075793,Assassination,PG-13,88,5.1,Charles Bronson,2255,Richard Sale,1987
75000,Titan Productions,USA,David DeCoteau,Horror,13133,Creepozoids,R,72,3.5,Linnea Quigley,1447,Dave Eisenstark,1987
0,Great American Films Limited Partnership,USA,Abel Ferrara,Crime,1262091,China Girl,R,90,6.1,James Russo,1214,Nicholas St. John,1987
12000000,TriStar Pictures,USA,Robert Benton,Comedy,5669831,Nadine,PG,83,5.5,Jeff Bridges,3267,Robert Benton,1987
0,Metro-Goldwyn-Mayer (MGM),USA,Arthur Penn,Drama,2413427,Dead of Winter,R,100,6.3,Mary Steenburgen,2694,Marc Shmuger,1987
0,Seasonal Film Corporation,Hong Kong,Corey Yuen,Adventure,108154,"No Retreat, No Surrender 2",R,104,5.1,Loren Avedon,1209,Maria Elena Cellino,1987
0,Cineplex-Odeon Films,USA,Paul Newman,Drama,895904,The Glass Menagerie,PG,134,7.2,Joanne Woodward,1699,Tennessee Williams,1987
0,Luna Films,Spain,Bigas Luna,Horror,228789,Anguish,R,86,6.7,Zelda Rubinstein,2611,Bigas Luna,1987
0,Channel Four Films,UK,Pat O'Connor,Drama,443524,A Month in the Country,PG,96,7.2,Colin Firth,1038,J.L. Carr,1987
1100000,Conquest Productions,USA,Jeff Burr,Action,1355728,From a Whisper to a Scream,R,99,6,Vincent Price,1489,C. Courtney Joyner,1987
0,Touchstone Pictures,USA,Frank Perry,Comedy,20419446,Hello Again,PG,96,5.1,Shelley Long,2493,Susan Isaacs,1987
0,Sands,UK,Christine Edzard,Drama,1025228,Little Dorrit,G,357,7.5,Derek Jacobi,886,Charles Dickens,1987
0,Metro-Goldwyn-Mayer (MGM),USA,Melvin Frank,Comedy,460608,Walk Like a Man,PG,86,4.6,Christopher Lloyd,1174,Robert Klane,1987
5000000,Golan-Globus Productions,USA,Norman Mailer,Comedy,858250,Tough Guys Don't Dance,R,110,4.8,Ryan O'Neal,1025,Norman Mailer,1987
0,Warner Bros.,USA,Michael Schultz,Comedy,10348437,Disorderlies,PG,86,4.8,Darren Robinson,1708,Mark Feldberg,1987
4000000,New World Entertainment Films,USA,Bill Condon,Drama,743445,"Sister, Sister",R,91,5.5,Eric Stoltz,695,Bill Condon,1987
0,Barry & Enright Productions,USA,Susan Seidelman,Comedy,1584970,Making Mr. Right,PG-13,98,5.3,John Malkovich,2101,Floyd Byars,1987
0,Mrs. White's Productions,UK,Donald Cammell,Horror,225132,White of the Eye,R,100,6.4,David Keith,1342,China Kong,1987
0,New Century Entertainment Corporation,USA,Rick Rosenthal,Drama,2189047,Russkies,PG,100,5.6,Whip Hubley,1126,Sheldon Lettich,1987
15000000,Cannon Group,USA,Jerry Belson,Comedy,5711976,Surrender,PG,105,5.4,Sally Field,692,Jerry Belson,1987
0,Columbia Pictures Corporation,USA,Bill Forsyth,Comedy,1083282,Housekeeping,PG,116,7.3,Christine Lahti,1596,Marilynne Robinson,1987
0,Kennedy Miller Productions,Australia,John Duigan,Drama,213901,The Year My Voice Broke,PG-13,103,7.5,Noah Taylor,1647,John Duigan,1987
0,DGS Productions,USA,Douglas Grossman,Crime,187920,Hell High,R,84,5,Maureen Mooney,464,Leo Evans,1989
0,Alexandre Films,France,Diane Kurys,Drama,949451,A Man in Love,R,125,5.8,Peter Coyote,442,Diane Kurys,1987
0,De Laurentiis Entertainment Group (DEG),USA,Bob Clark,Comedy,9518342,From the Hip,PG,111,6.2,Judd Nelson,1826,Bob Clark,1987
0,Northern,USA,Armyan Bernstein,Comedy,1025762,Cross My Heart,R,90,5.7,Martin Short,883,Armyan Bernstein,1987
0,Lorimar Film Entertainment,USA,Robert Mandel,Adventure,3390043,Big Shots,PG-13,94,5.6,Ricky Busker,654,Joe Eszterhas,1987
14000000,Paramount Pictures,USA,Michael Apted,Comedy,20240502,Critical Condition,R,100,5.2,Richard Pryor,2453,Denis Hamill,1987
0,Cinetel Films,USA,Fred Olen Ray,Action,41174,Cyclone,R,89,4.4,Heather Thomas,692,Paul Garson,1987
0,Kings Road Entertainment,USA,Paul Aaron,Comedy,2136381,Morgan Stewart's Coming Home,PG-13,100,5.4,Jon Cryer,768,Ken Hixon,1987
0,Cinetel Films,USA,Dorothy Ann Puzo,Action,285885,Cold Steel,R,91,4.5,Brad Davis,592,Lisa M. Hansen,1987
0,Cinema Group,USA,Ron Link,Comedy,21905,Zombie High,R,93,4.2,Virginia Madsen,716,Tim Doyle,1987
0,Aljosha,Italy,Federico Fellini,Comedy,112560,Intervista,Not specified,100,7.1,Sergio Rubini,1926,Federico Fellini,1987
0,New Line Cinema,USA,Charlie Loventhal,Comedy,3922273,My Demon Lover,PG-13,90,4.6,Scott Valentine,945,Leslie Ray,1987
0,"Cannon Group, The",USA,David Irving,Fantasy,355253,Rumpelstiltskin,G,84,5.4,Amy Irving,444,Jacob Grimm,1987
0,Apollo Pictures,USA,Lee H. Katzin,Action,307000,World Gone Wild,R,100,5.2,Bruce Dern,543,Jorge Zamacona,1987
0,Millennial,USA,Peter Manoogian,Action,197791,Enemy Territory,R,89,6.5,Gary Frank,570,Stuart Kaminsky,1987
0,RAI Radiotelevisione Italiana,Italy,Peter Del Monte,Drama,901364,Julia and Julia,R,98,5.7,Kathleen Turner,667,Peter Del Monte,1987
0,Centre du Cinйma et de l'Audiovisuel de la Fйdйration Wallonie-Bruxelles,Belgium,Dominique Deruddere,Drama,119919,Crazy Love,Not specified,90,7,Josse De Pauw,949,Charles Bukowski,1987
12000000,De Laurentiis Entertainment Group (DEG),USA,John D. Hancock,Drama,2325444,Weeds,R,115,6,Nick Nolte,717,Dorothy Tristan,1987
0,Flach Film,France,Jean-Loup Hubert,Drama,760539,The Grand Highway,R,104,7.5,Anйmone,1208,Jean-Loup Hubert,1987
0,Laughing Kookaburra Productions,Australia,Ken Cameron,Drama,1155020,Peter Kenna's The Good Wife,R,100,5.8,Rachel Ward,435,Peter Kenna,1987
0,Kings Road Entertainment,USA,Jerry London,Action,295000,Rent-a-Cop,R,96,4.3,Burt Reynolds,1347,Michael Blodgett,1987
0,Les Films du Losange,France,Йric Rohmer,Comedy,823243,Boyfriends and Girlfriends,PG,103,7.7,Emmanuelle Chaulet,2657,Йric Rohmer,1987
0,Channel Four Films,UK,Stephen Frears,Comedy,1196336,Sammy and Rosie Get Laid,Not specified,101,6.7,Shashi Kapoor,1226,Hanif Kureishi,1987
0,Balcor Film Investors,USA,Terry Leonard,Action,4546244,Death Before Dishonor,R,91,4.9,Fred Dryer,659,John Gatliff,1987
0,Tapestry Films,USA,Rick King,Thriller,500283,The Killing Time,R,94,5.4,Beau Bridges,763,Don Bohlinger,1987
0,Channel Four Films,UK,Peter Richardson,Action,200723,Eat the Rich,R,90,6,Al Pillay,1069,Peter Richardson,1987
0,Brigade Productions,USA,Burt Kennedy,Action,205507,The Trouble with Spies,PG-13,91,4,Donald Sutherland,252,Burt Kennedy,1987
0,Embark Production,USA,Joe Camp,Adventure,22257624,Benji the Hunted,G,88,6.3,Red Steagall,2244,Joe Camp,1987
0,First Take,USA,Fred Walton,Crime,1730337,The Rosary Murders,R,105,5.7,Donald Sutherland,960,William X. Kienzle,1987
0,The Swimming Company,USA,Jonathan Demme,Comedy,1092911,Swimming to Cambodia,R,85,7.8,Spalding Gray,1763,Spalding Gray,1987
0,Not specified,USA,Jamaa Fanaka,Comedy,1392616,Penitentiary III,R,90,3.7,Leon Isaac Kennedy,372,Jamaa Fanaka,1987
0,Atlantic Entertainment Group,USA,Robert Boris,Action,1327740,Steele Justice,R,95,4.8,Sela Ward,403,Robert Boris,1987
0,Compagnie Eric Rohmer (CER),France,Йric Rohmer,Comedy,215073,Four Adventures of Reinette and Mirabelle,NOT RATED,95,7.9,Joлlle Miquel,1331,Йric Rohmer,1987
0,New World Pictures,USA,Robert Altman,Comedy,790000,Beyond Therapy,R,93,4.7,Julie Hagerty,944,Christopher Durang,1987
15000000,"Geffen Company, The",USA,Tim Burton,Comedy,73707461,Beetlejuice,PG,92,7.5,Alec Baldwin,206997,Michael McDowell,1988
39000000,Eddie Murphy Productions,USA,John Landis,Comedy,128152300,Coming to America,R,116,7,Eddie Murphy,130485,Eddie Murphy,1988
9000000,United Artists,USA,Tom Holland,Horror,33244684,Child's Play,R,87,6.6,Catherine Hicks,67682,Don Mancini,1988
28000000,Twentieth Century Fox Film Corporation,USA,John McTiernan,Action,83008852,Die Hard,R,131,8.2,Bruce Willis,647000,Roderick Thorp,1988
35000000,Metro-Goldwyn-Mayer (MGM),USA,Ron Howard,Action,57269863,Willow,PG,126,7.3,Val Kilmer,86056,George Lucas,1988
3000000,New World Pictures,USA,Michael Lehmann,Comedy,1108462,Heathers,R,103,7.3,Winona Ryder,67238,Daniel Waters,1988
25000000,United Artists,USA,Barry Levinson,Drama,172825435,Rain Man,R,133,8,Dustin Hoffman,408473,Barry Morrow,1988
4000000,Alive Films,USA,John Carpenter,Action,13008928,They Live,R,94,7.3,Roddy Piper,83379,Ray Nelson,1988
70000000,Touchstone Pictures,USA,Robert Zemeckis,Animation,156452370,Who Framed Roger Rabbit,PG,104,7.7,Bob Hoskins,153513,Gary K. Wolf,1988
0,Akira Committee Company Ltd.,Japan,Katsuhiro Фtomo,Animation,553171,Akira,R,124,8.1,Nozomu Sasaki,118747,Katsuhiro Фtomo,1988
18000000,American Entertainment Partners II L.P.,USA,Penny Marshall,Comedy,114968774,Big,PG,104,7.3,Tom Hanks,164257,Gary Ross,1988
20000000,Touchstone Pictures,USA,Roger Donaldson,Comedy,78222753,Cocktail,R,104,5.8,Tom Cruise,65825,Heywood Gould,1988
5000000,Cristaldifilm,Italy,Giuseppe Tornatore,Drama,11990401,Cinema Paradiso,R,155,8.5,Philippe Noiret,171600,Giuseppe Tornatore,1988
19000000,TriStar Pictures,USA,Chuck Russell,Horror,8247943,The Blob,R,95,6.4,Shawnee Smith,24931,Theodore Simonson,1988
3500000,De Laurentiis Entertainment Group (DEG),USA,Stan Winston,Fantasy,4385516,Pumpkinhead,R,86,6.2,Lance Henriksen,15572,Ed Justin,1988
7500000,Metro-Goldwyn-Mayer (MGM),UK,Charles Crichton,Comedy,63493712,A Fish Called Wanda,R,108,7.6,John Cleese,114144,John Cleese,1988
2000000,Sarlui / Diamant,USA,Stephen Chiodo,Comedy,15625095,Killer Klowns from Outer Space,PG-13,88,6.1,Grant Cramer,25440,Charles Chiodo,1988
30000000,Universal Pictures,USA,Martin Brest,Action,38413606,Midnight Run,R,126,7.6,Robert De Niro,58318,George Gallo,1988
3000000,Film Futures,UK,Tony Randel,Horror,11090735,Hellbound: Hellraiser II,R,97,6.5,Doug Bradley,33241,Clive Barker,1988
15000000,Orion Pictures,USA,Alan Parker,Crime,34603943,Mississippi Burning,R,128,7.8,Gene Hackman,70539,Chris Gerolmo,1988
12000000,Paramount Pictures,USA,David Zucker,Comedy,78041829,The Naked Gun: From the Files of Police Squad!,PG-13,85,7.6,Leslie Nielsen,124515,Jerry Zucker,1988
1100000,Cannon International,USA,Newt Arnold,Action,11806119,Bloodsport,R,92,6.8,Jean-Claude Van Damme,63368,Sheldon Lettich,1988
28000000,Twentieth Century Fox Film Corporation,USA,Mike Nichols,Comedy,64000000,Working Girl,R,113,6.7,Melanie Griffith,44277,Kevin Wade,1988
14000000,Paramount Pictures,Australia,John Cornell,Action,109305000,Crocodile Dundee II,PG,108,5.5,Paul Hogan,46738,Paul Hogan,1988
12500000,Universal Pictures,USA,Don Bluth,Animation,48092846,The Land Before Time,G,69,7.4,Pat Hingle,66623,Stu Krieger,1988
15000000,Universal Pictures,USA,Ivan Reitman,Comedy,111936400,Twins,PG,107,6,Arnold Schwarzenegger,94295,William Davies,1988
14000000,Lorimar Film Entertainment,USA,Stephen Frears,Drama,34700000,Dangerous Liaisons,R,119,7.7,Glenn Close,55823,Christopher Hampton,1988
17000000,The Saul Zaentz Company,USA,Philip Kaufman,Drama,10006806,The Unbearable Lightness of Being,R,171,7.4,Daniel Day-Lewis,28868,Milan Kundera,1988
0,Gaumont,France,Luc Besson,Adventure,3500000,The Big Blue,R,168,7.6,Jean-Marc Barr,40755,Luc Besson,1988
0,All Girl Productions,USA,Garry Marshall,Comedy,57041866,Beaches,PG-13,123,6.8,Bette Midler,19613,Iris Rainer,1988
5000000,Trancas International Films,USA,Dwight H. Little,Horror,17768757,Halloween 4: The Return of Michael Myers,R,88,5.9,Donald Pleasence,32498,Dhani Lipsius,1988
13000000,Morgan Creek Productions,USA,Christopher Cain,Action,45661556,Young Guns,R,107,6.8,Emilio Estevez,45768,John Fusco,1988
29000000,Carolco Pictures,USA,Walter Hill,Action,34994648,Red Heat,R,104,6,Arnold Schwarzenegger,53769,Walter Hill,1988
6000000,Night Life Inc.,USA,Donald Petrie,Comedy,12793213,Mystic Pizza,R,104,6.2,Annabeth Gish,20071,Amy Holden Jones,1988
63000000,Carolco Pictures,USA,Peter MacDonald,Action,53715611,Rambo III,R,102,5.7,Sylvester Stallone,99555,David Morrell,1988
6000000,Paramount Pictures,Canada,Jonathan Kaplan,Drama,32069318,Acusados,R,111,7.1,Kelly McGillis,26126,Tom Topor,1988
7000000,Universal Pictures,Canada,Martin Scorsese,Drama,7630564,The Last Temptation of Christ,R,164,7.6,Willem Dafoe,42782,Nikos Kazantzakis,1988
2000000,New Line Cinema,USA,John Waters,Comedy,6671108,Hairspray,PG,92,7,Sonny Bono,17169,John Waters,1988
0,Orion Pictures,USA,Frank Oz,Comedy,42039085,Dirty Rotten Scoundrels,PG,110,7.3,Steve Martin,54129,Dale Launer,1988
13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,93,5.7,Robert Englund,39701,Wes Craven,1988
0,American Playhouse,USA,Ramуn Menйndez,Drama,13994920,Stand and Deliver,PG,103,7.3,Edward James Olmos,13270,Ramуn Menйndez,1988
24000000,Hughes Entertainment,USA,Howard Deutch,Comedy,41455230,The Great Outdoors,PG,91,6.6,Dan Aykroyd,31340,John Hughes,1988
0,DDM Film Corporation,USA,Zalman King,Drama,1547397,Two Moon Junction,R,104,5,Sherilyn Fenn,4303,Zalman King,1988
7000000,The Mount Company,USA,Ron Shelton,Comedy,50888729,Bull Durham,R,108,7.1,Kevin Costner,39369,Ron Shelton,1988
7500000,Warner Bros.,USA,Andrew Davis,Action,18869631,Above the Law,R,99,6,Steven Seagal,24061,Andrew Davis,1988
10000000,De Laurentiis Entertainment Group (DEG),UK,Julien Temple,Comedy,3916303,Earth Girls Are Easy,PG,100,5.2,Geena Davis,17315,Julie Brown,1988
31000000,Walt Disney Feature Animation,USA,George Scribner,Animation,74151346,Oliver & Company,G,74,6.7,Joey Lawrence,35531,Jim Cox,1988
31000000,Warner Bros.,USA,Buddy Van Horn,Action,37903295,The Dead Pool,R,91,6.3,Clint Eastwood,33312,Harry Julian Fink,1988
7500000,NBC Productions,USA,James Signorelli,Comedy,5596267,Elvira: Mistress of the Dark,PG-13,96,6.4,Cassandra Peterson,9751,Sam Egan,1988
32000000,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,PG-13,101,7,Bill Murray,68098,Mitch Glazer,1988
23000000,Cinema City Films,USA,Robert Towne,Crime,41292551,Tequila Sunrise,R,115,6,Mel Gibson,24708,Robert Towne,1988
20000000,Warner Bros.,USA,Roman Polanski,Crime,17637950,Frantic,R,120,6.9,Harrison Ford,41608,Roman Polanski,1988
2800000,Paramount Pictures,USA,John Carl Buechler,Horror,19170001,Friday the 13th Part VII: The New Blood,R,88,5.3,Jennifer Banko,23959,Daryl Haney,1988
8000000,Twentieth Century Fox Film Corporation,USA,Greg Beeman,Comedy,22433275,License to Drive,PG-13,88,6.3,Corey Haim,14929,Neil Tolkin,1988
46630000,Prominent Features,UK,Terry Gilliam,Adventure,8083123,The Adventures of Baron Munchausen,PG,126,7.2,John Neville,43852,Charles McKeown,1988
13000000,Morgan Creek Productions,Canada,David Cronenberg,Drama,9134733,Dead Ringers,R,116,7.3,Jeremy Irons,32130,David Cronenberg,1988
10500000,Metro-Goldwyn-Mayer (MGM),USA,Gary Sherman,Horror,14114488,Poltergeist III,PG-13,98,4.6,Heather O'Rourke,14165,Gary Sherman,1988
7500000,Vista Organization,USA,Tommy Lee Wallace,Comedy,2983784,Fright Night Part 2,R,104,5.9,William Ragsdale,9005,Tom Holland,1988
3000000,Front Films,USA,Keenen Ivory Wayans,Action,13030057,I'm Gonna Git You Sucka,R,88,6.6,Keenen Ivory Wayans,10455,Keenen Ivory Wayans,1988
